-0.038974 2.9019 0.94849 -0.527 -0.4669 2.713 3.3032 1.7038 -0.59525 -1.1467 0
-0.72988 -3.9187 1.4697 -1.5276 -0.45643 1.6154 2.6178 -1.566 -1.3848 -3.5728 0
-2.7555 3.9563 0.041765 -4.896 -3.8224 -0.10761 -3.2488 4.6763 -4.3312 -0.65979 1
2.5424 -2.4617 -0.91483 -2.4942 -0.66692 2.3529 4.0247 -1.9195 -0.35044 3.5665 1
3.1634 0.36754 -2.0463 -0.71463 0.42219 4.2332 4.2764 -1.6665 -2.7799 -0.11128 1
-0.49851 -4.7247 1.0995 3.115 -4.4622 -4.3853 4.1194 -0.18131 -1.4882 0.86699 1
-1.1189 2.8957 0.94176 4.3959 0.34956 2.1379 -3.7163 0.056195 4.9933 -2.1417 1
-1.0802 -1.6075 2.3029 3.4554 -2.9679 -0.89904 2.7603 -2.2054 3.6177 -4.1643 0
-1.7016 0.50064 -3.1312 -4.3569 1.1114 -3.6641 3.7982 -0.35929 4.3181 -3.9761 1
-4.5143 -0.53379 4.8824 -2.9392 -3.251 -3.8407 -1.4155 0.26821 2.1797 -4.4802 1
-2.9629 2.2581 0.42533 -0.53332 3.1151 -2.5111 -0.1093 -0.88303 3.4563 -1.9158 1
-0.77884 -3.1669 -3.5114 1.608 -1.7184 -3.1867 -2.5588 -0.42278 4.0709 -0.28698 1
-2.1369 -4.7373 -3.7737 2.8048 3.8327 -4.2752 2.7523 -4.9402 -2.8831 4.0176 1
-2.7583 -0.97595 -4.7613 -4.2026 -1.487 -2.3419 3.928 -3.4921 2.9664 2.5934 1
-1.0526 -3.7243 2.7712 4.1826 3.6681 1.6279 -1.1328 -4.0116 -0.53557 3.9758 1
3.4792 -2.9497 1.7969 0.76548 3.7311 1.7768 -1.5086 -2.7223 -0.92192 -4.7761 1
1.3595 3.8181 3.6759 -4.5293 4.245 -2.376 0.75252 3.1514 -3.6076 4.0602 1
-0.96142 -1.0277 4.4029 2.0837 -1.5103 3.4271 -0.2634 -3.2162 -4.0632 1.0645 1
0.37029 3.6301 1.31 -1.6466 -3.8266 4.4982 1.0373 4.2645 -4.93 -4.5863 1
-0.68153 3.9372 -2.0918 -1.5693 -1.679 4.2419 -3.5854 1.0214 4.3843 -2.5638 1
-2.4093 3.2429 -4.3871 -4.3477 -0.89414 -0.053278 2.9393 -4.1511 -0.10822 2.8176 1
0.9077 3.0396 3.9651 -2.4199 2.6325 -0.38645 -4.9092 1.2934 -3.9394 -0.37475 1
1.3698 4.353 2.8031 -2.4612 -1.8614 3.9128 -4.3828 -1.8247 -2.4139 2.8855 1
3.0583 0.24099 -2.545 0.0082994 -1.9518 -1.1776 0.66656 2.6938 -1.3212 3.446 1
2.7303 2.5966 0.15018 0.21897 4.3937 -3.4129 -2.6761 -0.44598 -0.83011 -0.58969 1
-0.62669 4.474 -4.215 4.2288 -2.8108 -4.9984 0.23891 1.2576 1.5396 -4.1933 1
0.44453 2.0615 4.1157 -0.91446 3.3961 -3.5064 2.0254 -0.79659 1.2599 4.9415 1
2.7866 4.9441 -3.211 -3.4951 4.0548 -4.9764 -3.1329 0.56127 3.9436 0.25775 1
2.3327 1.7926 -1.6749 1.617 -4.4493 -3.1188 0.56958 3.1804 -4.9753 -2.7578 0
1.4115 -2.4825 -0.20637 4.3309 1.1421 -1.2196 3.9942 -2.0689 -2.8519 0.72946 1
-2.9283 2.7653 -2.7123 -3.8855 0.69188 -4.2185 1.5268 -3.0667 -4.7855 1.5077 1
2.5863 -1.9181 4.0508 -1.4888 3.1492 -3.2732 -4.7555 -3.9259 -4.7174 0.56082 1
-4.7503 -0.45417 1.9835 -1.4599 -4.7169 -0.92746 3.2363 2.1672 4.8782 4.9645 1
4.2625 -4.482 -1.8421 3.6261 2.6917 -0.45603 -0.3615 3.2037 -4.763 -0.272 1
-1.5641 -0.52978 1.4791 4.8248 -0.83598 1.6924 2.4498 1.7568 -2.089 3.3294 1
-1.3956 4.2322 -1.0573 4.6191 -4.1419 2.4528 1.5089 3.8251 2.4087 3.1824 1
3.6471 1.1188 4.0656 4.8651 -0.53409 -4.7153 -3.9456 -0.95842 -3.286 -2.6031 1
-3.6036 3.5038 1.8415 -3.3281 -0.57695 -4.2649 2.7323 4.9168 -0.00061569 4.7117 1
-4.157 3.6325 -3.8027 3.628 -3.2062 4.3441 -2.9925 -4.1953 2.3118 0.13137 1
4.0671 4.3601 1.8327 1.2469 -1.9278 -1.4394 -3.2247 -2.5038 0.43405 -4.0278 1
4.7894 1.7601 3.4531 1.75 -4.4762 -4.9218 -1.8886 4.4423 3.5095 3.3878 1
-4.0963 3.7158 -0.73649 0.54048 1.2805 -0.43605 3.499 -2.2989 -1.296 -2.1591 1
0.37457 -2.8371 3.5302 -3.6842 -4.2616 2.778 -1.2278 2.9673 3.1415 -3.3988 1
-3.9371 3.9768 4.6221 4.3682 1.7362 -0.30022 -3.6197 -1.3033 3.8678 4.731 1
-0.75918 -1.7184 0.92314 1.4352 4.0878 1.7021 0.92844 3.586 -4.3135 4.1493 1
3.0339 3.6979 1.9667 -2.406 3.9169 2.798 2.4568 0.53387 4.1068 3.7802 1
-3.9094 3.2276 -1.5274 -1.3645 0.62743 1.5583 -0.75842 2.6694 -1.5266 -3.9073 1
-4.5473 -0.74377 3.0506 3.2062 1.2 0.12725 1.5669 -2.3612 4.5506 3.1531 1
-3.5046 3.5228 1.444 -0.6126 -4.0713 -3.0388 -0.33168 0.22439 1.4061 2.8663 1
1.0056 3.3741 -0.74741 -4.9029 -3.2361 -4.2901 2.1996 -1 0.64682 -2.1427 1
2.871 -3.9871 0.13195 4.0553 1.0934 -1.4017 -3.2031 1.3703 -3.7897 0.41447 1
-3.8547 0.27625 -0.88122 0.037337 -1.1487 -3.7718 -2.6396 -0.93868 0.61323 -4.9119 0
2.8812 4.2744 3.7952 2.4806 0.75306 0.20898 -2.3676 4.4693 1.3236 -2.9911 1
2.2848 -0.038299 -1.7952 2.4444 1.822 -1.1968 0.8431 4.3974 0.7036 -0.94238 0
4.8175 -4.6072 -4.53 -3.8668 4.0302 -1.9243 4.7698 -0.6851 4.1995 -0.50087 1
1.2755 1.4852 2.2632 4.6936 4.2847 2.5502 4.0488 0.61841 1.2523 3.3556 1
-1.743 -2.1411 4.3652 -0.39252 0.35557 0.85565 -0.71856 -3.0586 -3.3996 4.1151 1
3.8291 0.21155 -2.2951 4.067 2.7584 -2.1028 -0.36324 1.3991 -1.9279 -2.7181 0
-3.9309 -2.4991 -4.8425 -4.1409 2.1739 3.479 3.7393 -1.2227 -0.50438 0.83376 1
-1.4935 -0.79782 -0.31935 1.6469 -1.9584 3.7099 -2.2465 -4.9606 -2.4631 4.1353 1
1.4915 -3.1114 4.5623 -2.8428 0.42175 -3.5848 1.4259 -0.84659 2.5371 1.6098 1
2.8225 -4.304 0.23635 3.933 -3.0691 2.2586 -1.9733 3.2698 -4.8829 1.7608 1
-2.9298 1.0396 -3.6363 4.6891 -0.91533 4.9852 4.522 4.3431 -4.07 2.3718 1
4.2835 -2.909 1.464 -3.4332 2.6039 2.1516 -2.8495 -4.1593 -1.7937 -4.6477 1
2.5615 -0.2945 -2.0054 -4.3042 2.622 -1.1159 -3.7768 0.654 1.3977 -3.2045 1
-2.3006 -0.18142 0.70506 -2.514 4.1329 -2.3499 -2.3471 -2.0242 -0.22731 0.14496 1
-2.1255 4.7853 1.2967 -0.71267 2.5354 3.3319 3.5912 -4.0981 -0.37971 -4.7608 1
